Month,Strong-Cold,Weak-Cold,Weak-Hot,Strong-Hot
Jan , 1393 , 2999 , 1168 , 208
Feb , 205 , 1927 , 1257 , 75
Mar , 554 , 2581 , 3051 , 253
Apr , 90 , 1891 , 1073 , 38
May , 802 , 4817 , 2169 , 131
Jun , 343 , 3576 , 2184 , 178
Jul , 43 , 1810 , 4311 , 452
Aug , 326 , 3534 , 1243 , 53
Sep , 11 , 1442 , 1114 , 37
Oct , 120 , 1748 , 1244 , 42
Nov , 94 , 1278 , 2473 , 166
Dec , 120 , 1335 , 2938 , 829
