Month,Strong-Cold,Weak-Cold,Weak-Hot,Strong-Hot
Jan , 393 , 2047 , 1063 , 55
Feb , 10 , 640 , 471 , 31
Mar , 41 , 878 , 1430 , 329
Apr , 29 , 888 , 2356 , 267
May , 209 , 3219 , 3351 , 485
Jun , 3 , 826 , 4043 , 323
Jul , 44 , 1548 , 4360 , 371
Aug , 78 , 1588 , 6560 , 708
Sep , 20 , 688 , 3855 , 318
Oct , 11 , 635 , 4079 , 367
Nov , 977 , 1903 , 2772 , 360
Dec , 387 , 1786 , 1900 , 95
