Month,Strong-Cold,Weak-Cold,Weak-Hot,Strong-Hot
Jan , 317 , 1559 , 2793 , 438
Feb , 470 , 2621 , 2039 , 170
Mar , 1777 , 6392 , 702 , 96
Apr , 135 , 1947 , 3193 , 211
May , 260 , 1985 , 1657 , 93
Jun , 95 , 2528 , 481 , 6
Jul , 39 , 2687 , 926 , 44
Aug , 671 , 3558 , 1930 , 114
Sep , 1201 , 5296 , 1661 , 151
Oct , 170 , 1926 , 2198 , 112
Nov , 78 , 734 , 3033 , 135
Dec , 48 , 619 , 3804 , 426
