Month,Strong-Cold,Weak-Cold,Weak-Hot,Strong-Hot
Jan , 2195 , 5120 , 526 , 65
Feb , 3200 , 5849 , 712 , 47
Mar , 71 , 878 , 1610 , 124
Apr , 492 , 2155 , 1370 , 59
May , 248 , 2968 , 1439 , 104
Jun , 116 , 3015 , 1417 , 112
Jul , 309 , 3243 , 1498 , 76
Aug , 212 , 3619 , 1606 , 60
Sep , 28 , 870 , 2910 , 156
Oct , 74 , 1543 , 4579 , 366
Nov , 533 , 1764 , 1064 , 157
Dec , 44 , 502 , 3356 , 365
