Month,Strong-Cold,Weak-Cold,Weak-Hot,Strong-Hot
Jan , 548 , 3549 , 3704 , 979
Feb , 3 , 194 , 2147 , 439
Mar , 96 , 780 , 3272 , 326
Apr , 1852 , 4989 , 869 , 18
May , 59 , 2461 , 1805 , 156
Jun , 192 , 2846 , 1439 , 93
Jul , 280 , 3116 , 1622 , 74
Aug , 56 , 2879 , 1931 , 119
Sep , 12 , 791 , 2121 , 57
Oct , 643 , 2756 , 5715 , 885
Nov , 123 , 1537 , 1350 , 149
Dec , 21 , 401 , 877 , 71
