Month,Strong-Cold,Weak-Cold,Weak-Hot,Strong-Hot
Jan , 709 , 2931 , 1997 , 248
Feb , 225 , 1562 , 2686 , 180
Mar , 190 , 1920 , 4018 , 325
Apr , 110 , 1889 , 1521 , 76
May , 40 , 2412 , 771 , 29
Jun , 66 , 2144 , 2147 , 97
Jul , 130 , 3559 , 1465 , 96
Aug , 371 , 5734 , 3384 , 445
Sep , 65 , 1183 , 671 , 12
Oct , 89 , 1482 , 3313 , 485
Nov , 131 , 1261 , 1310 , 96
Dec , 1378 , 2475 , 699 , 101
