Month,Strong-Cold,Weak-Cold,Weak-Hot,Strong-Hot
Jan , 404 , 2763 , 1284 , 156
Feb , 591 , 2623 , 2766 , 175
Mar , 47 , 1321 , 2167 , 136
Apr , 21 , 910 , 2079 , 120
May , 125 , 1692 , 2879 , 340
Jun , 269 , 3299 , 7561 , 2341
Jul , 142 , 2705 , 5400 , 673
Aug , 114 , 2199 , 5772 , 1816
Sep , 22 , 1322 , 2321 , 270
Oct , 428 , 3243 , 2307 , 160
Nov , 30 , 551 , 2744 , 237
Dec , 347 , 1313 , 1876 , 112
