Month,Strong-Cold,Weak-Cold,Weak-Hot,Strong-Hot
Jan , 1259 , 2993 , 1495 , 176
Feb , 63 , 713 , 3027 , 300
Mar , 805 , 2742 , 1053 , 53
Apr , 23 , 1122 , 1794 , 97
May , 82 , 2472 , 2917 , 357
Jun , 123 , 2408 , 2006 , 153
Jul , 61 , 2587 , 1549 , 82
Aug , 44 , 1316 , 2388 , 112
Sep , 1249 , 5670 , 2161 , 211
Oct , 405 , 2860 , 2600 , 87
Nov , 84 , 1377 , 1139 , 134
Dec , 164 , 843 , 4604 , 932
