Month,Strong-Cold,Weak-Cold,Weak-Hot,Strong-Hot
Jan , 225 , 1047 , 1408 , 172
Feb , 501 , 2146 , 526 , 17
Mar , 1211 , 2764 , 1691 , 118
Apr , 71 , 1685 , 598 , 12
May , 15 , 856 , 1590 , 110
Jun , 470 , 3377 , 1271 , 70
Jul , 193 , 2985 , 2763 , 232
Aug , 177 , 2084 , 1999 , 122
Sep , 309 , 2968 , 1984 , 263
Oct , 1029 , 2699 , 2262 , 169
Nov , 1625 , 2837 , 1168 , 191
Dec , 306 , 1246 , 1302 , 79
