Month,Strong-Cold,Weak-Cold,Weak-Hot,Strong-Hot
Jan , 207 , 2101 , 598 , 16
Feb , 347 , 3244 , 553 , 13
Mar , 1573 , 4077 , 2956 , 477
Apr , 16 , 561 , 1267 , 26
May , 428 , 3958 , 2214 , 321
Jun , 50 , 1439 , 2420 , 405
Jul , 81 , 2385 , 2074 , 168
Aug , 95 , 2517 , 2082 , 244
Sep , 168 , 1573 , 4532 , 576
Oct , 10 , 1106 , 1196 , 47
Nov , 642 , 2995 , 4187 , 253
Dec , 1145 , 2006 , 1274 , 335
