Month,Strong-Cold,Weak-Cold,Weak-Hot,Strong-Hot
Jan , 2460 , 4565 , 1426 , 129
Feb , 1690 , 3262 , 3383 , 357
Mar , 184 , 1866 , 2445 , 498
Apr , 1974 , 5584 , 1257 , 39
May , 43 , 1275 , 1777 , 195
Jun , 112 , 2991 , 903 , 61
Jul , 131 , 2360 , 1331 , 66
Aug , 335 , 2507 , 1642 , 58
Sep , 130 , 2908 , 1899 , 106
Oct , 114 , 2437 , 2558 , 100
Nov , 100 , 1516 , 2192 , 576
Dec , 84 , 515 , 4642 , 2866
