Month,Strong-Cold,Weak-Cold,Weak-Hot,Strong-Hot
Jan , 66 , 557 , 745 , 56
Feb , 112 , 471 , 3979 , 272
Mar , 23 , 826 , 2594 , 413
Apr , 17 , 571 , 2605 , 329
May , 59 , 2405 , 6240 , 975
Jun , 58 , 1351 , 2324 , 402
Jul , 17 , 1450 , 2379 , 233
Aug , 13 , 1278 , 2104 , 164
Sep , 444 , 3219 , 3278 , 395
Oct , 1995 , 2673 , 3936 , 353
Nov , 1835 , 4721 , 1913 , 102
Dec , 14 , 332 , 2592 , 519
