Month,Strong-Cold,Weak-Cold,Weak-Hot,Strong-Hot
Jan , 210 , 1308 , 1358 , 142
Feb , 1784 , 3344 , 2830 , 469
Mar , 63 , 790 , 1932 , 154
Apr , 56 , 1058 , 3507 , 461
May , 454 , 3944 , 3282 , 764
Jun , 54 , 1431 , 4155 , 880
Jul , 6 , 737 , 6535 , 1134
Aug , 7 , 363 , 5942 , 1600
Sep , 5 , 1383 , 3433 , 946
Oct , 84 , 1812 , 3569 , 723
Nov , 78 , 587 , 1545 , 53
Dec , 87 , 372 , 1856 , 107
