Month,Strong-Cold,Weak-Cold,Weak-Hot,Strong-Hot
Jan , 214 , 636 , 3696 , 229
Feb , 253 , 1440 , 6115 , 850
Mar , 312 , 1657 , 5586 , 1388
Apr , 165 , 956 , 2850 , 303
May , 94 , 1957 , 2356 , 666
Jun , 46 , 952 , 2547 , 177
Jul , 104 , 2289 , 3408 , 425
Aug , 1347 , 2866 , 1455 , 108
Sep , 222 , 2737 , 1671 , 28
Oct , 26 , 851 , 2909 , 1290
Nov , 1121 , 2595 , 1774 , 301
Dec , 9 , 178 , 815 , 77
