Month,Strong-Cold,Weak-Cold,Weak-Hot,Strong-Hot
Jan , 59 , 405 , 3633 , 567
Feb , 5 , 109 , 3247 , 260
Mar , 1186 , 3024 , 3894 , 1726
Apr , 19 , 651 , 1431 , 119
May , 17 , 901 , 4294 , 541
Jun , 822 , 3963 , 5514 , 781
Jul , 7 , 786 , 4430 , 635
Aug , 10 , 692 , 2529 , 266
Sep , 2 , 384 , 6592 , 724
Oct , 9 , 396 , 2513 , 239
Nov , 4 , 83 , 1463 , 30
Dec , 757 , 2325 , 6431 , 3110
