Month,Strong-Cold,Weak-Cold,Weak-Hot,Strong-Hot
Jan , 331 , 2158 , 1553 , 73
Feb , 121 , 878 , 6333 , 1074
Mar , 868 , 2380 , 2740 , 222
Apr , 99 , 1496 , 2781 , 466
May , 161 , 3271 , 564 , 22
Jun , 138 , 2916 , 1567 , 150
Jul , 66 , 2948 , 1325 , 124
Aug , 180 , 4131 , 1332 , 208
Sep , 34 , 2040 , 1935 , 125
Oct , 1004 , 6802 , 2102 , 81
Nov , 2943 , 4473 , 1504 , 151
Dec , 803 , 2392 , 882 , 68
