Month,Strong-Cold,Weak-Cold,Weak-Hot,Strong-Hot
Jan , 1452 , 2657 , 872 , 178
Feb , 2510 , 4404 , 2411 , 414
Mar , 87 , 1142 , 2048 , 465
Apr , 228 , 1447 , 4703 , 1040
May , 19 , 988 , 1962 , 172
Jun , 191 , 2957 , 2318 , 209
Jul , 32 , 1992 , 2291 , 121
Aug , 48 , 2521 , 1055 , 56
Sep , 855 , 4436 , 3771 , 632
Oct , 191 , 1423 , 1743 , 63
Nov , 3912 , 4280 , 3293 , 156
Dec , 1162 , 4308 , 970 , 123
