Month,Strong-Cold,Weak-Cold,Weak-Hot,Strong-Hot
Jan , 7 , 71 , 4980 , 407
Feb , 268 , 1466 , 1662 , 172
Mar , 125 , 1078 , 1866 , 241
Apr , 2 , 255 , 3397 , 415
May , 25 , 1675 , 4503 , 1317
Jun , 24 , 908 , 2683 , 294
Jul , 7 , 947 , 4803 , 1008
Aug , 13 , 994 , 3430 , 876
Sep , 51 , 1977 , 1080 , 42
Oct , 451 , 2731 , 3089 , 434
Nov , 566 , 1181 , 3037 , 524
Dec , 12 , 448 , 2881 , 319
