id,name,latitude,longitude,locality,state,country
USC00067970 , STAMFORD 5 N ,41.1247,-73.5475, Stamford , CT , United States
USC00068138 , STORRS ,41.795,-72.2286, Mansfield , CT , United States
USC00079605 , WILMINGTON PORTER RES ,39.7739,-75.5414, Wilmington , DE , United States
USC00080211 , APALACHICOLA AIRPORT ,29.7258,-85.0206, Apalachicola , FL , United States
USC00080369 , AVON PARK 2 W ,27.5947,-81.5267, Avon Park , FL , United States
USC00080478 , BARTOW ,27.8986,-81.8433, Bartow , FL , United States
USC00081163 , BUSHNELL 1 E ,28.6664,-82.0894, Bushnell , FL , United States
USC00081276 , CANAL POINT USDA ,26.8639,-80.6256, Canal Point , FL , United States
USC00081544 , CHIPLEY ,30.7836,-85.4847, Chipley , FL , United States
USC00081641 , CLERMONT 9 S ,28.4558,-81.7233, Clermont , FL , United States
USC00081978 , CRESCENT CITY ,29.425,-81.5161, Crescent City , FL , United States
USC00082008 , CROSS CITY 1 E ,29.6333,-83.1053, Cross City , FL , United States
USC00082150 , DAYTONA BEACH ,29.1967,-81.0083, Daytona Beach , FL , United States
USC00082229 , DELAND 1 SSE ,29.0181,-81.3106, DeLand , FL , United States
USC00082298 , DEVILS GARDEN ,26.6033,-81.1292, Clewiston , FL , United States
USC00082850 , EVERGLADES ,25.8489,-81.3897, Ochopee , FL , United States
USC00082915 , FEDERAL POINT ,29.755,-81.5389, East Palatka , FL , United States
USC00082944 , FERNANDINA BEACH ,30.6669,-81.4525, Fernandina Beach , FL , United States
USC00083163 , FT LAUDERDALE ,26.1019,-80.2011, Fort Lauderdale , FL , United States
USC00083207 , FT PIERCE ,27.4419,-80.3508, Fort Pierce , FL , United States
USC00083470 , GLEN ST MARY 1 W ,30.2717,-82.1856, Glen Saint Mary , FL , United States
USC00083909 , HIALEAH ,25.8175,-80.2858, Miami Springs , FL , United States
USC00083956 , HIGH SPRINGS ,29.8286,-82.5972, High Springs , FL , United States
USC00084289 , INVERNESS 3 SE ,28.8028,-82.3125, Inverness , FL , United States
USC00084366 , JACKSONVILLE BEACH ,30.2875,-81.3928, Jacksonville Beach , FL , United States
USC00084625 , KISSIMMEE 2 ,28.2764,-81.4239, Kissimmee , FL , United States
USC00084731 , LAKE CITY 2 E ,30.1853,-82.5942, Lake City , FL , United States
USC00085099 , LIVE OAK ,30.2889,-82.965, Live Oak , FL , United States
USC00085539 , MAYO ,30.1064,-83.1819, Live Oak , FL , United States
USC00085612 , MELBOURNE WFO ,28.1136,-80.6539, Melbourne , FL , United States
USC00085879 , MONTICELLO 5 SE ,30.4922,-83.7833, Monticello , FL , United States
USC00085895 , MOORE HAVEN LOCK 1 ,26.84,-81.0872, Moore Haven , FL , United States
USC00085973 , MTN LAKE ,27.9378,-81.5992, Lake Wales , FL , United States
USC00086065 , MYAKKA RIVER SP ,27.2417,-82.3161, Sarasota , FL , United States
USC00086240 , NICEVILLE ,30.5317,-86.4928, Niceville , FL , United States
USC00086414 , OCALA ,29.1639,-82.0778, Ocala , FL , United States
USC00086880 , PARRISH ,27.6089,-82.3478, Parrish , FL , United States
USC00087205 , PLANT CITY ,28.0236,-82.1422, Plant City , FL , United States
USC00087760 , ROYAL PALM RS ,25.3867,-80.5936, Homestead , FL , United States
USC00087851 , SAINT LEO ,28.3378,-82.26, Dade City , FL , United States
USC00088824 , TARPON SPGS SEWAGE PL ,28.1522,-82.7539, Tarpon Springs , FL , United States
USC00089120 , USHER TWR ,29.4083,-82.8186, Chiefland , FL , United States
USC00089401 , WAUCHULA ,27.5478,-81.7994, Wauchula , FL , United States
USC00090140 , ALBANY 3 SE ,31.5339,-84.1489, Albany , GA , United States
USC00090181 , ALLATOONA DAM 2 ,34.165,-84.73, Cartersville , GA , United States
USC00090406 , ASHBURN 3 ENE ,31.7003,-83.6231, Ashburn , GA , United States
USC00090969 , BLAIRSVILLE EXP STN ,34.8544,-83.9444, Blairsville , GA , United States
USC00090979 , BLAKELY ,31.2239,-84.5553, Colquitt , GA , United States
USC00091266 , BROOKLET 1 W ,32.375,-81.673, Brooklet , GA , United States
USC00091463 , CAIRO 1SW ,30.8697,-84.2175, Cairo , GA , United States
USC00091500 , CAMILLA 3SE ,31.1903,-84.2036, Camilla , GA , United States
USC00091665 , CARTERSVILLE ,34.2042,-84.7925, Cartersville , GA , United States
USC00091732 , CEDARTOWN ,34.0589,-85.2339, Cedartown , GA , United States
USC00091982 , CLAYTON 1 SSW ,34.8483,-83.4233, Tiger , GA , United States
USC00092153 , COLQUITT 2 W ,31.1681,-84.7664, Colquitt , GA , United States
USC00092180 , COMMERCE 4 NNW ,34.2625,-83.4894, Commerce , GA , United States
USC00092266 , CORDELE ,31.985,-83.7747, Cordele , GA , United States
USC00092283 , CORNELIA ,34.5181,-83.5286, Cornelia , GA , United States
USC00092318 , COVINGTON ,33.5972,-83.8436, Covington , GA , United States
USC00092450 , CUTHBERT ,31.7672,-84.7931, Cuthbert , GA , United States
USC00092485 , DALLAS 7 NE ,33.9881,-84.7475, Dallas , GA , United States
USC00092783 , DOUGLAS ,31.4889,-82.8206, Douglas , GA , United States
USC00092966 , EASTMAN 1 W ,32.2003,-83.2058, Eastman , GA , United States
USC00093060 , ELBERTON 2 N ,34.1406,-82.855, Elberton , GA , United States
USC00093465 , FOLKSTON 9 SW ,30.74,-82.1278, Folkston , GA , United States
USC00093754 , GLENNVILLE 3NW ,31.9881,-81.9522, Glennville , GA , United States
USC00094133 , HARTWELL ,34.3519,-82.93, Hartwell , GA , United States
USC00094170 , HAWKINSVILLE ,32.2842,-83.4681, Hawkinsville , GA , United States
USC00094230 , HELEN ,34.6997,-83.7261, Helen , GA , United States
USC00094429 , HOMERVILLE 5 N ,31.0767,-82.8003, Homerville , GA , United States
USC00094648 , JASPER 1 NNW ,34.4758,-84.4461, Jasper , GA , United States
USC00094676 , JESUP 8 S ,31.5075,-81.8628, Jesup , GA , United States
USC00094941 , LAFAYETTE 3SW ,34.6639,-85.3203, LaFayette , GA , United States
USC00094949 , LA GRANGE 1N ,33.0536,-85.0317, LaGrange , GA , United States
USC00095811 , METTER ,32.3972,-82.0819, Metter , GA , United States
USC00095863 , MIDVILLE EXP STN ,32.8753,-82.2156, Midville , GA , United States
USC00095874 , MILLEDGEVILLE ,33.0831,-83.2497, Milledgeville , GA , United States
USC00096087 , MOULTRIE 2 ESE ,31.1769,-83.7492, Moultrie , GA , United States
USC00096219 , NAHUNTA 6NE ,31.2739,-81.9197, Nahunta , GA , United States
USC00097087 , PLAINS SW GA EXP STN ,32.0467,-84.3711, Plains , GA , United States
USC00097777 , SANDERSVILLE ,32.9744,-82.8045, Sandersville , GA , United States
USC00097808 , SAPELO ISLAND ,31.3972,-81.2811, Darien , GA , United States
USC00098535 , TALBOTTON ,32.6875,-84.5197, Talbotton , GA , United States
USC00098666 , THOMASVILLE 7 NE ,30.9139,-83.8611, Thomasville , GA , United States
USC00098703 , TIFTON ,31.4461,-83.4767, Tifton , GA , United States
USC00098740 , TOCCOA ,34.5786,-83.3319, Toccoa , GA , United States
USC00099141 , WARRENTON ,33.4028,-82.6222, Warrenton , GA , United States
USC00099157 , WASHINGTON 2 ESE ,33.7264,-82.7058, Washington , GA , United States
USC00099186 , WAYCROSS 4 NE ,31.2514,-82.3128, Blackshear , GA , United States
USC00099194 , WAYNESBORO 2 S ,33.0725,-82.0061, Waynesboro , GA , United States
USC00100010 , ABERDEEN EXP STN ,42.9536,-112.8253, Aberdeen , ID , United States
USC00100282 , ANDERSON DAM ,43.3572,-115.4522, Mountain Home , ID , United States
USC00100375 , ARCO ,43.6356,-113.2989, Arco , ID , United States
USC00100448 , ARROWROCK DAM ,43.5936,-115.9236, Boise , ID , United States
USC00100470 , ASHTON 1N ,44.0425,-111.2739, Ashton , ID , United States
USC00100667 , BAYVIEW MODEL BASIN ,47.9803,-116.5594, Bayview , ID , United States
USC00100915 , BLACKFOOT FIRE DEPT ,43.1969,-112.3531, Blackfoot , ID , United States
USC00101018 , BOISE LUCKY PEAK DAM ,43.5253,-116.0542, Boise , ID , United States
USC00101079 , BONNERS FERRY ,48.6928,-116.3103, Bonners Ferry , ID , United States
USC00101363 , CABINET GORGE ,48.0864,-116.0572, Clark Fork , ID , United States
USC00101514 , CASCADE 1 NW ,44.5228,-116.0481, Cascade , ID , United States
USC00101671 , CHILLY BARTON FLAT ,43.9772,-113.8289, Mackay , ID , United States
USC00101956 , COEUR D'ALENE ,47.6822,-116.7967, Coeur d'Alene , ID , United States
USC00102260 , CRATERS OF THE MOON ,43.465,-113.5581, Moore , ID , United States
USC00102444 , DEER FLAT DAM ,43.5764,-116.7475, Caldwell , ID , United States
USC00102676 , DRIGGS ,43.7306,-111.1125, Driggs , ID , United States
USC00102707 , DUBOIS EXP STN ,44.2436,-112.2006, Dubois , ID , United States
USC00102875 , ELK CITY 1NE ,45.8356,-115.4611, Elk City , ID , United States
USC00102942 , EMMETT 2 E ,43.8544,-116.4664, Emmett , ID , United States
USC00103143 , FENN RS ,46.0931,-115.5356, Kooskia , ID , United States
USC00103297 , FT HALL 1 NNE ,43.0428,-112.4133, Pocatello , ID , United States
USC00103448 , GARDEN VALLEY ,44.1011,-115.9694, Garden Valley , ID , United States
USC00103732 , GRACE ,42.5872,-111.7275, Grace , ID , United States
USC00103771 , GRANGEVILLE ,45.9414,-116.1175, Grangeville , ID , United States
USC00103882 , GROUSE ,43.7186,-113.5472, Lost River , ID , United States
USC00103964 , HAMER 4 NW ,43.9664,-112.2642, Hamer , ID , United States
USC00104442 , IDAHO CITY ,43.8383,-115.8319, Idaho City , ID , United States
USC00104455 , IDAHO FALLS - KIFI ,43.5139,-112.0125, Idaho Falls , ID , United States
USC00104670 , JEROME ,42.7325,-114.5192, Jerome , ID , United States
USC00105275 , LIFTON PUMPING STN ,42.1231,-111.3133, Saint Charles , ID , United States
USC00105462 , MACKAY LOST RIVER RS ,43.9181,-113.6317, Mackay , ID , United States
USC00105685 , MAY 2SSE ,44.5664,-113.8953, May , ID , United States
USC00105708 , MC CALL ,44.8872,-116.1047, McCall , ID , United States
USC00105716 , MCCAMMON ,42.6447,-112.1919, McCammon , ID , United States
USC00105980 , MINIDOKA DAM ,42.6767,-113.5003, Rupert , ID , United States
USC00106152 , MOSCOW U OF I ,46.7281,-116.9558, Moscow , ID , United States
USC00106388 , NEW MEADOWS RS ,44.9714,-116.2933, New Meadows , ID , United States
USC00106424 , NEZPERCE ,46.2325,-116.243, Nezperce , ID , United States
USC00106542 , OAKLEY ,42.2342,-113.8981, Oakley , ID , United States
USC00106764 , PALISADES ,43.35,-111.2167, Irwin , ID , United States
USC00106877 , PAUL 1ENE ,42.6283,-113.7622, Paul , ID , United States
USC00106891 , PAYETTE ,44.0764,-116.9311, Payette , ID , United States
USC00107040 , PICABO ,43.3086,-114.0667, Bellevue , ID , United States
USC00107208 , POCATELLO 2 NE ,42.8917,-112.4086, Pocatello , ID , United States
USC00107264 , PORTHILL ,48.9994,-116.4992, Bonners Ferry , ID , United States
USC00107301 , POTLATCH 3 NNE ,46.9603,-116.855, Potlatch , ID , United States
USC00107386 , PRIEST RIVER EXP STN ,48.3511,-116.8353, Priest River , ID , United States
USC00108022 , SAINT ANTHONY ,43.9517,-111.6789, Saint Anthony , ID , United States
USC00108062 , SAINT MARIES ,47.3164,-116.5789, Saint Maries , ID , United States
USC00108137 , SANDPOINT EXP STN ,48.2942,-116.5628, Sandpoint , ID , United States
USC00108380 , SHOSHONE 1 WNW ,42.9383,-114.4169, Shoshone , ID , United States
USC00108818 , SUGAR CITY ,43.8867,-111.7367, Sugar City , ID , United States
USC00108928 , SWAN FALLS P H ,43.2436,-116.3783, Murphy , ID , United States
USC00109065 , TETONIA EXP STN ,43.8564,-111.2769, Newdale , ID , United States
USC00110072 , ALEDO ,41.2019,-90.7417, Aledo , IL , United States
USC00110137 , ALTON MELVIN PRICE L&D ,38.8664,-90.1464, Alton , IL , United States
USC00110187 , ANNA 2 NNE ,37.4814,-89.2344, Anna , IL , United States
USC00111265 , CARBONDALE SEWAGE PLT ,37.7308,-89.1658, Carbondale , IL , United States
USC00111280 , CARLINVILLE ,39.2883,-89.8703, Carlinville , IL , United States
USC00111475 , CHENOA ,40.7394,-88.7108, Chenoa , IL , United States
USC00111577 , CHICAGO MIDWAY AP 3SW ,41.7372,-87.7775, Burbank , IL , United States
USC00112193 , DECATUR WTP ,39.8289,-88.9506, Decatur , IL , United States
USC00112483 , DU QUOIN 4 SE ,37.9878,-89.1931, Du Quoin , IL , United States
USC00112687 , EFFINGHAM 3SW ,39.1181,-88.6244, Effingham , IL , United States
USC00112931 , FAIRFIELD RADIO WFIW ,38.3806,-88.3264, Fairfield , IL , United States
USC00113290 , FULTON L&D #13 ,41.8978,-90.1544, Fulton , IL , United States
USC00113717 , GRIGGSVILLE ,39.7378,-90.7086, Griggsville , IL , United States
USC00113879 , HARRISBURG ,37.7408,-88.5244, Harrisburg , IL , United States
USC00114198 , HOOPESTON ,40.4664,-87.685, Hoopeston , IL , United States
USC00114442 , JACKSONVILLE 2E ,39.7353,-90.2153, Jacksonville , IL , United States
USC00114489 , JERSEYVILLE 2 SW ,39.1025,-90.3431, Jerseyville , IL , United States
USC00114710 , KEWANEE 1 E ,41.2428,-89.8997, Kewanee , IL , United States
USC00114823 , LA HARPE ,40.5839,-90.9686, La Harpe , IL , United States
USC00115712 , MINONK ,40.9125,-89.0339, Minonk , IL , United States
USC00115825 , MORRIS 1 NW ,41.3708,-88.4336, Morris , IL , United States
USC00115833 , MORRISON ,41.8039,-89.9744, Morrison , IL , United States
USC00115901 , MT CARROLL ,42.0981,-89.9842, Mount Carroll , IL , United States
USC00115943 , MT VERNON 3 NE ,38.3483,-88.8533, Mount Vernon , IL , United States
USC00116011 , NASHVILLE 1 E ,38.3431,-89.3586, Nashville , IL , United States
USC00116446 , OLNEY 2S ,38.7003,-88.0817, Olney , IL , United States
USC00116526 , OTTAWA 5SW ,41.3283,-88.9106, Ottawa , IL , United States
USC00116558 , PALESTINE ,39.0028,-87.6225, Palestine , IL , United States
USC00116579 , PANA ,39.3686,-89.0867, Pana , IL , United States
USC00116610 , PARIS STP ,39.6186,-87.6672, Paris , IL , United States
USC00116616 , PARK FOREST ,41.4947,-87.6803, Park Forest , IL , United States
USC00116661 , PAW PAW 2 NW ,41.7122,-88.9989, Paw Paw , IL , United States
USC00116910 , PONTIAC ,40.8778,-88.6364, Pontiac , IL , United States
USC00117077 , QUINCY DAM 21 ,39.9058,-91.4281, Quincy , IL , United States
USC00117551 , RUSHVILLE 4NE ,40.1347,-90.4792, Rushville , IL , United States
USC00118147 , SPARTA 1 W ,38.1167,-89.7167, Sparta , IL , United States
USC00118293 , STOCKTON 3 NNE ,42.4006,-89.9958, Stockton , IL , United States
USC00118684 , TUSCOLA ,39.795,-88.29, Tuscola , IL , United States
USC00118740 , URBANA ,40.0839,-88.2403, Champaign , IL , United States
USC00119021 , WATSEKA 2 NW ,40.7928,-87.7556, Watseka , IL , United States
USC00119241 , WHITE HALL 1 E ,39.4411,-90.3789, White Hall , IL , United States
USC00120177 , ANDERSON SEWAGE PLT ,40.1117,-85.7164, Anderson , IN , United States
USC00120676 , BERNE WWTP ,40.6683,-84.9305, Berne , IN , United States
USC00120784 , BLOOMINGTON IN UNIV ,39.1742,-86.5214, Bloomington , IN , United States
USC00122309 , DUBOIS S IN FORAGE FM ,38.4558,-86.6983, Dubois , IN , United States
USC00122638 , ELWOOD ,40.2872,-85.8453, Elwood , IN , United States
USC00122731 , EVANSVILLE MUSEUM ,37.9647,-87.5783, Evansville , IN , United States
USC00122825 , FARMLAND 5 NNW ,40.2539,-85.1483, Farmland , IN , United States
USC00123082 , FRANKFORT DISPOSAL PLT ,40.2986,-86.5067, Frankfort , IN , United States
USC00123418 , GOSHEN 3SW ,41.5575,-85.8825, Goshen , IN , United States
USC00123513 , GREENCASTLE 1 W ,39.6439,-86.8767, Greencastle , IN , United States
USC00123777 , HARTFORD CITY 4 ESE ,40.4356,-85.2892, Hartford City , IN , United States
USC00124272 , INDIANAPOLIS SE SIDE ,39.7164,-86.0678, Indianapolis , IN , United States
USC00124662 , KOKOMO 3 WSW ,40.4583,-86.1758, Kokomo , IN , United States
USC00124715 , LAFAYETTE 8 S ,40.2964,-86.9028, Lafayette , IN , United States
USC00125407 , MARTINSVILLE 2 SW ,39.4039,-86.453, Martinsville , IN , United States
USC00126164 , NEW CASTLE 3 SW ,39.8942,-85.3953, New Castle , IN , United States
USC00126435 , NORTH VERNON 2 ESE ,39.0017,-85.5997, North Vernon , IN , United States
USC00126580 , OOLITIC PURDUE EX FRM ,38.8894,-86.5519, Bedford , IN , United States
USC00126705 , PAOLI ,38.5556,-86.4858, Paoli , IN , United States
USC00127125 , PRINCETON 1 W ,38.3567,-87.5906, Princeton , IN , United States
USC00127522 , ROCKVILLE ,39.7594,-87.2269, Rockville , IN , United States
USC00127935 , SEYMOUR 2 N ,38.9822,-85.8989, Seymour , IN , United States
USC00127999 , SHELBYVILLE SEWAGE PLT ,39.5283,-85.7914, Shelbyville , IN , United States
USC00128036 , SHOALS 8 S ,38.5528,-86.7944, Shoals , IN , United States
USC00128698 , TELL CITY ,37.9531,-86.7747, Tell City , IN , United States
USC00128723 , TERRE HAUTE INDIANA ST ,39.4708,-87.4081, Terre Haute , IN , United States
USC00129112 , VINCENNES 4 E ,38.6786,-87.4633, Vincennes , IN , United States
USC00129240 , WARSAW ,41.2633,-85.8678, Warsaw , IN , United States
USC00129253 , WASHINGTON 1 W ,38.6489,-87.1989, Washington , IN , United States
USC00129430 , WEST LAFAYETTE 6 NW ,40.475,-86.9919, West Lafayette , IN , United States
USC00129557 , WHITESTOWN ,39.9961,-86.3542, Whitestown , IN , United States
USC00129670 , WINAMAC 2SSE ,41.0267,-86.5867, Winamac , IN , United States
USC00130112 , ALBIA 3 NNE ,41.0656,-92.7867, Albia , IA , United States
USC00130133 , ALGONA 3 W ,43.0683,-94.3053, Algona , IA , United States
USC00130241 , ANKENY ,41.7183,-93.5742, Ankeny , IA , United States
USC00130364 , ATLANTIC 1 NE ,41.4175,-95.0039, Atlantic , IA , United States
USC00130536 , BEACONSFIELD ,40.8236,-94.0475, Ellston , IA , United States
USC00130600 , BELLE PLAINE ,41.8814,-92.2764, Belle Plaine , IA , United States
USC00130608 , BELLEVUE L&D 12 ,42.2611,-90.423, Bellevue , IA , United States
USC00130753 , BLOOMFIELD 1 WNW ,40.7597,-92.4394, Bloomfield , IA , United States
USC00130923 , BRITT ,43.1017,-93.8014, Britt , IA , United States
USC00131233 , CARROLL ,42.065,-94.85, Carroll , IA , United States
USC00131277 , CASTANA EXP FARM ,42.0633,-95.8364, Mapleton , IA , United States
USC00131319 , CEDAR RAPIDS NO 1 ,42.05,-91.5881, Marion , IA , United States
USC00131394 , CHARITON 1 E ,41.0164,-93.2792, Chariton , IA , United States
USC00131402 , CHARLES CITY ,43.0603,-92.6717, Charles City , IA , United States
USC00131533 , CLARINDA ,40.7244,-95.0192, Clarinda , IA , United States
USC00131541 , CLARION ,42.72,-93.7336, Clarion , IA , United States
USC00131635 , CLINTON #1 ,41.7947,-90.2639, Camanche , IA , United States
USC00131954 , CRESCO 1 NE ,43.3894,-92.0939, Cresco , IA , United States
USC00131962 , CRESTON 2 SW ,41.0372,-94.3942, Creston , IA , United States
USC00132110 , DECORAH ,43.3042,-91.7953, Decorah , IA , United States
USC00132171 , DENISON ,42.0364,-95.3289, Denison , IA , United States
USC00132364 , DUBUQUE L&D 11 ,42.54,-90.6461, Dubuque , IA , United States
USC00132573 , ELDORA ,42.3619,-93.0989, Eldora , IA , United States
USC00132603 , ELKADER 6 SSW ,42.7753,-91.4536,  , IA , United States
USC00132689 , EMMETSBURG ,43.1025,-94.6833, Emmetsburg , IA , United States
USC00132724 , ESTHERVILLE 4E ,43.4036,-94.7472, Estherville , IA , United States
USC00132977 , FOREST CITY 2 NNE ,43.2844,-93.6306, Forest City , IA , United States
USC00132999 , FT DODGE 5NNW ,42.5836,-94.2006, Fort Dodge , IA , United States
USC00133007 , FT MADISON ,40.6222,-91.3339, Fort Madison , IA , United States
USC00133473 , GRINNELL 3 SW ,41.7203,-92.7489, Grinnell , IA , United States
USC00133487 , GRUNDY CTR ,42.3647,-92.7594, Grundy Center , IA , United States
USC00133509 , GUTHRIE CTR ,41.6686,-94.4972, Guthrie Center , IA , United States
USC00133517 , GUTTENBERG L&D 10 ,42.7858,-91.0958, Guttenberg , IA , United States
USC00133632 , HARLAN 1ESE ,41.6403,-95.2875, Harlan , IA , United States
USC00133718 , HAWARDEN ,43.0031,-96.485, Hawarden , IA , United States
USC00134063 , INDIANOLA 2W ,41.3656,-93.6481, Indianola , IA , United States
USC00134101 , IOWA CITY ,41.6092,-91.505, Iowa City , IA , United States
USC00134142 , IOWA FALLS ,42.5189,-93.2536, Iowa Falls , IA , United States
USC00134381 , KEOKUK LOCK DAM 19 ,40.3967,-91.375, Keokuk , IA , United States
USC00134389 , KEOSAUQUA ,40.7275,-91.9683, Keosauqua , IA , United States
USC00134502 , KNOXVILLE ,41.3247,-93.1008, Knoxville , IA , United States
USC00134561 , LAKE PARK ,43.4483,-95.3247, Lake Park , IA , United States
USC00134705 , LE CLAIRE L&D 14 ,41.5747,-90.4006, Le Claire , IA , United States
USC00134735 , LE MARS ,42.7817,-96.1458, Le Mars , IA , United States
USC00135123 , MAPLETON NO.2 ,42.1619,-95.7836, Mapleton , IA , United States
USC00135131 , MAQUOKETA 4 W ,42.0494,-90.7489, Maquoketa , IA , United States
USC00135198 , MARSHALLTOWN ,42.0647,-92.9244, Marshalltown , IA , United States
USC00135493 , MILFORD 4 NW ,43.3828,-95.1842, Spirit Lake , IA , United States
USC00135769 , MT AYR ,40.7053,-94.2428, Mount Ayr , IA , United States
USC00135796 , MT PLEASANT 1 SSW ,40.9486,-91.5647, Mount Pleasant , IA , United States
USC00135837 , MUSCATINE ,41.4075,-91.0728, Muscatine , IA , United States
USC00135952 , NEW HAMPTON ,43.0453,-92.3122, New Hampton , IA , United States
USC00136305 , OSAGE ,43.2794,-92.8106, Osage , IA , United States
USC00136327 , OSKALOOSA ,41.3214,-92.6467, Oskaloosa , IA , United States
USC00136719 , POCAHONTAS ,42.7292,-94.6614, Pocahontas , IA , United States
USC00136766 , POSTVILLE ,43.09,-91.5581, Postville , IA , United States
USC00136800 , PRIMGHAR ,43.0864,-95.6292, Primghar , IA , United States
USC00136940 , RED OAK ,41.0036,-95.2419, Red Oak , IA , United States
USC00137147 , ROCK RAPIDS ,43.43,-96.1686, Rock Rapids , IA , United States
USC00137161 , ROCKWELL CITY ,42.3969,-94.6292, Rockwell City , IA , United States
USC00137312 , SAC CITY ,42.4194,-94.9761, Sac City , IA , United States
USC00137386 , SANBORN ,43.1792,-95.6603, Sanborn , IA , United States
USC00137664 , SIBLEY ,43.4047,-95.7483, Sibley , IA , United States
USC00137678 , SIGOURNEY ,41.3328,-92.1975, Sigourney , IA , United States
USC00137700 , SIOUX CTR 2 SE ,43.0558,-96.1525, Sioux Center , IA , United States
USC00137726 , SIOUX RAPIDS 4 E ,42.8931,-95.0653, Sioux Rapids , IA , United States
USC00137844 , SPENCER 1 N ,43.1653,-95.1467, Spencer , IA , United States
USC00137979 , STORM LAKE ,42.6469,-95.1933, Storm Lake , IA , United States
USC00138026 , SWEA CITY 4W ,43.4022,-94.3831, Swea City , IA , United States
USC00138296 , TOLEDO 3N ,42.0356,-92.5806, Toledo , IA , United States
USC00138339 , TRIPOLI ,42.8125,-92.2575, Tripoli , IA , United States
USC00138755 , WAUKON ,43.2742,-91.4711, Waukon , IA , United States
USC00138806 , WEBSTER CITY ,42.4686,-93.7972, Webster City , IA , United States
USC00139067 , WILLIAMSBURG 3SE ,41.6403,-91.9783, Williamsburg , IA , United States
USC00139132 , WINTERSET 1N ,41.3561,-94.0128, Winterset , IA , United States
USC00140010 , ABILENE ,38.9267,-97.2128, Abilene , KS , United States
USC00140439 , ATWOOD ,39.7997,-101.0422, Atwood , KS , United States
USC00140865 , BISON 3NW ,38.5636,-99.235, Bison , KS , United States
USC00141179 , BURR OAK 1N ,39.8775,-98.3036, Burr Oak , KS , United States
USC00141383 , CEDAR BLUFF DAM ,38.7978,-99.7231, Ellis , KS , United States
USC00141522 , CIMARRON ,37.8131,-100.3456, Cimarron , KS , United States
USC00141699 , COLBY 1SW ,39.3925,-101.0689, Colby , KS , United States
USC00141858 , COTTONWOOD FALLS ,38.3703,-96.5483, Cottonwood Falls , KS , United States
USC00142401 , EL DORADO ,37.8183,-96.8444, El Dorado , KS , United States
USC00142432 , ELKHART ,37.0058,-101.8867, Elkhart , KS , United States
USC00142602 , ESKRIDGE ,38.8592,-96.1058, Eskridge , KS , United States
USC00142622 , EUREKA 1E ,37.8253,-96.2644, Eureka , KS , United States
USC00142835 , FT SCOTT ,37.8428,-94.7086, Fort Scott , KS , United States
USC00142980 , GARDEN CITY EXP STA ,37.9931,-100.8122, Garden City , KS , United States
USC00143008 , GARNETT 1 E ,38.28,-95.2178, Garnett , KS , United States
USC00143218 , GREAT BEND ,38.3758,-98.7803, Great Bend , KS , United States
USC00143527 , HAYS 1 S ,38.8586,-99.3358, Hays , KS , United States
USC00143594 , HERINGTON ,38.6656,-96.9494, Herington , KS , United States
USC00143759 , HOLTON ,39.4578,-95.755, Holton , KS , United States
USC00143810 , HORTON ,39.6678,-95.52, Horton , KS , United States
USC00143837 , HOXIE ,39.3533,-100.4397, Hoxie , KS , United States
USC00143855 , HUGOTON ,37.1639,-101.34, Hugoton , KS , United States
USC00143930 , HUTCHINSON 10 SW ,37.9311,-98.0297, Hutchinson , KS , United States
USC00143984 , IOLA 1 W ,37.9233,-95.4242, Iola , KS , United States
USC00144178 , KANOPOLIS LAKE ,38.6078,-97.9597, Marquette , KS , United States
USC00144313 , KINGMAN ,37.6361,-98.1136, Kingman , KS , United States
USC00144357 , KIRWIN DAM ,39.6619,-99.1228, Kirwin , KS , United States
USC00144665 , LEOTI ,38.4794,-101.3658, Leoti , KS , United States
USC00144695 , LIBERAL ,37.0222,-100.9294, Liberal , KS , United States
USC00144712 , LINCOLN 1 SE ,39.0294,-98.13, Lincoln , KS , United States
USC00144857 , LOVEWELL DAM ,39.9,-98.0256, Webber , KS , United States
USC00145152 , MCPHERSON ,38.3772,-97.6097, McPherson , KS , United States
USC00145171 , MEADE ,37.285,-100.345, Meade , KS , United States
USC00145363 , MINNEAPOLIS ,39.1247,-97.7047, Minneapolis , KS , United States
USC00145536 , MOUND VALLEY 3 WSW ,37.1872,-95.4508, Mound Valley , KS , United States
USC00145692 , NESS CITY ,38.4478,-99.91, Ness City , KS , United States
USC00145856 , NORTON 9SSE ,39.7411,-99.8361, Norton , KS , United States
USC00145888 , OAKLEY 4W ,39.1131,-100.9447, Oakley , KS , United States
USC00146076 , OSAGE CITY ,38.6361,-95.8031, Osage City , KS , United States
USC00146242 , PARSONS 2 NW ,37.3678,-95.2892, Parsons , KS , United States
USC00146435 , PLAINVILLE 4WNW ,39.245,-99.3808, Plainville , KS , United States
USC00146637 , QUINTER ,39.0669,-100.2389, Quinter , KS , United States
USC00147093 , SAINT FRANCIS ,39.7675,-101.8067, Saint Francis , KS , United States
USC00147271 , SCOTT CITY ,38.4747,-100.9175, Scott City , KS , United States
USC00147305 , SEDAN ,37.1317,-96.1861, Sedan , KS , United States
USC00147397 , SHARON SPRINGS ,38.8961,-101.7514, Sharon Springs , KS , United States
USC00147542 , SMITH CTR ,39.7772,-98.7783, Smith Center , KS , United States
USC00147922 , SUBLETTE 7WSW ,37.4414,-100.9792, Satanta , KS , United States
USC00148038 , SYRACUSE 1NE ,37.9928,-101.7417, Syracuse , KS , United States
